avg_monthly_hrs,department,last_evaluation,n_projects,salary,satisfaction,status,tenure,Agency,EmployeeName,age,rating,salary,fname,lname
287,engineering,0.911578489,6,medium,0.158067353,Left,4,"Fresno, Florida",KENWADE LEE,22,4.3,164724,KENWADE,LEE
245,sales,0.872161807,5,medium,0.763535251,Left,5,"Gaithersburg, Delaware",KRIS BLEYTHING,26,4.3,164694,KRIS,BLEYTHING
196,support,0.987617557,6,low,0.866624708,Employed,2,"Topeka, Maryland",KEVIN OSULLIVAN,31,4.5,164689,KEVIN,OSULLIVAN
254,sales,0.842063649,4,medium,0.81137898,Left,5,"Wilkes-Barre, California",JA HAN KIM,22,4.7,164657,JA,HAN
210,sales,0.982367698,2,medium,0.313274144,Employed,3,"East Providence, Kentucky",RICHARD STRUCKMAN,29,4.8,164638,RICHARD,STRUCKMAN
173,support,0.660726722,4,high,0.642571787,Employed,3,"Newton, Massachusetts",ROBERT BONTA,49,1,164625,ROBERT,BONTA
164,support,0.842160035,2,low,0.548573031,Left,5,"Wilson, North Carolina",FATIMA ASCANO-MARTIN,32,4.6,164622,FATIMA,ASCANO-MARTIN
269,product,0.596199669,4,low,0.847255252,Employed,3,"Montebello, Vermont",K CARLTON BISCEVIC,29,4.7,164597,K,CARLTON
236,engineering,0.920370931,3,low,0.683881578,Employed,3,"Grand Island, California",DANIEL TAUBER,39,4.8,164543,DANIEL,TAUBER
275,,0.383381968,2,medium,0.523267724,Employed,6,"South San Francisco, California",MAURA PENGEL,39,4.8,164540,MAURA,PENGEL
167,sales,0.944118961,3,low,0.665434902,Employed,3,"Weymouth Town, Delaware",MANUEL BONILLA JR,48,3.6,164534,MANUEL,BONILLA
191,engineering,0.612515169,5,high,0.656167318,Employed,2,"Albany, Missouri",RICHARD HANDEL,42,1.5,164530,RICHARD,HANDEL
137,sales,0.481246866,3,medium,0.425163129,Employed,3,"Kissimmee, Massachusetts",STEPHANIE LONG,39,4.1,164508,STEPHANIE,LONG
275,support,0.881169125,3,medium,0.762960923,Employed,4,"Lombard, New Jersey",JASON HARRELL,33,4.9,164489,JASON,HARRELL
166,support,,3,low,0.975673762,Employed,2,"Round Rock, Arizona",TIMOTHY RAMIREZ,25,4.2,164487,TIMOTHY,RAMIREZ
146,support,0.874198188,4,low,0.809299527,Employed,8,"Santa Clarita, Florida",JOSEPH MINNER,48,2.9,164464,JOSEPH,MINNER
143,engineering,0.485207383,2,medium,0.44641564,Left,3,"Allentown, California",KIT CHAN,39,4.7,164463,KIT,CHAN
263,IT,0.861208541,3,medium,0.667317146,Employed,3,"Pomona, New Jersey",EILEEN MCCRYSTLE,37,4,164457,EILEEN,MCCRYSTLE
260,procurement,0.793466502,4,low,0.740243251,Left,5,"Hoffman Estates, California",GREGORY GOLDMAN,47,2.8,164436,GREGORY,GOLDMAN
152,product,,4,medium,0.860033382,Employed,2,"Jurupa Valley, Arizona",PHILIP TING,39,4.2,164425,PHILIP,TING
245,sales,0.904587431,4,low,0.724118807,Left,6,"Naperville, California",JON BOONE,26,4.2,164391,JON,BOONE
255,procurement,0.824835185,5,medium,0.890562711,Left,5,"Jackson, Michigan",ANTHONY PEDROZA,31,4.9,164383,ANTHONY,PEDROZA
286,support,0.350566591,5,low,0.908653402,Employed,4,"Concord, Maryland",STEVEN WEINKAUF,38,4.3,164373,STEVEN,WEINKAUF
143,support,0.530183505,5,medium,0.962945717,Employed,2,"Taylorsville, Massachusetts",INES FRAENKEL,28,4.9,164373,INES,FRAENKEL
244,management,0.943946311,7,medium,0.171328188,Left,4,"Lubbock, Missouri",SALLY GRATZ,39,4.9,164373,SALLY,GRATZ
137,sales,,3,low,0.809101931,Employed,3,"Scranton, Ohio",PAUL SPRAGGINS,42,3.3,164373,PAUL,SPRAGGINS
254,management,0.624465356,3,high,0.543151715,Employed,2,"West Allis, Oregon",JOEL BLACKMAN,29,4.5,164373,JOEL,BLACKMAN
158,engineering,0.641863755,4,low,0.150042708,Left,4,"Santa Clara, California",JENNIFER JOHNSON,32,4.3,164373,JENNIFER,JOHNSON
145,sales,0.503116956,2,medium,0.413635297,Left,3,"Madera, Montana",CHRISTINE SCHENONE,33,4.9,164373,CHRISTINE,SCHENONE
234,sales,0.827752892,4,medium,0.672844296,Employed,4,"Smyrna, Massachusetts",REBECCA YOUNG,30,4.1,164373,REBECCA,YOUNG
242,sales,0.924484202,3,high,0.672942186,Employed,10,"Redding, North Carolina",SUJUNG KIM,42,2.4,164373,SUJUNG,KIM
233,IT,0.939321132,3,medium,0.66390603,Employed,4,"Clarksville, Delaware",SIMIN OBRIEN,22,4.2,164373,SIMIN,OBRIEN
174,engineering,0.536257006,4,low,0.668861985,Employed,3,"Richardson, Colorado",REBECCA MARCUS-WOODS,35,4.9,164373,REBECCA,MARCUS-WOODS
148,sales,0.845509175,4,medium,0.190022367,Employed,5,"Waterbury, Massachusetts",DOROTHY BUSTAMANTE,37,4.8,164373,DOROTHY,BUSTAMANTE
216,sales,0.513127662,6,medium,0.828954954,Employed,6,"Miramar, Pennsylvania",SANDY FEINLAND,27,4.8,164373,SANDY,FEINLAND
282,engineering,0.99068696,7,low,0.120595317,Left,4,"Kent, Pennsylvania",GREGORY FELDMAN,49,3.2,164373,GREGORY,FELDMAN
157,information_technology,0.753758845,3,low,0.587305086,Employed,3,"Concord, Alabama",LISA KATZ,40,3.9,164373,LISA,KATZ
169,IT,0.66492773,3,medium,0.499316875,Employed,10,"Compton, New Jersey",ALLEN WONG,48,3,164372,ALLEN,WONG
140,sales,,4,medium,0.583087478,Employed,3,"Fort Collins, New York",NANCY TAVERNIT,38,4,164352,NANCY,TAVERNIT
180,,0.892010901,3,low,0.996331569,Employed,3,"Bozeman, California",J MICHAEL SWART,32,4.3,164352,J,MICHAEL
216,sales,0.541354259,5,low,0.75318545,Left,3,"Colorado Springs, Wisconsin",FREYA HORNE,45,1.9,164352,FREYA,HORNE
148,management,0.577111816,3,high,0.481001083,Employed,10,"Hoover, Louisiana",DIANA GARCIA,30,4.7,164352,DIANA,GARCIA
222,management,0.460390099,4,high,0.562745994,Employed,3,"Elmhurst, Rhode Island",MARK BLAKE,24,4.3,164352,MARK,BLAKE
210,sales,1,4,medium,0.626151591,Employed,3,"Chesterfield, Washington",TODD BARRETT,31,4.6,164352,TODD,BARRETT
201,support,0.721643555,3,low,0.981222949,Employed,3,"Murrieta, Texas",VINCE CHHABRIA,29,4.8,164352,VINCE,CHHABRIA
276,sales,0.90289861,6,low,0.096139923,Left,4,"Murrieta, Tennessee",WILLIAM MURPHY,34,4.3,164352,WILLIAM,MURPHY
149,marketing,0.490911023,2,high,0.343102602,Left,3,"Portland, Wisconsin",MIKE GOLSTON,43,3.7,164352,MIKE,GOLSTON
199,sales,0.645580608,3,low,0.966508759,Employed,4,"Charleston, Massachusetts",LESLIE COGAN,41,2,164352,LESLIE,COGAN
269,sales,1,4,low,0.526994596,Employed,3,"Murrieta, Indiana",LAWRENCE HECIMOVICH,22,4.3,164352,LAWRENCE,HECIMOVICH
306,support,0.867513378,6,medium,0.152344634,Left,4,"Huber Heights, Oregon",BASSAM TOTAH,28,4.8,164352,BASSAM,TOTAH
279,procurement,0.899495125,7,medium,0.110323548,Left,4,"Cape Girardeau, California",CONSTANCE MENEFEE,44,3.4,164352,CONSTANCE,MENEFEE
250,support,0.572556021,4,low,0.610593725,Employed,2,"Garland, Colorado",MICHAEL MENESINI,33,4.5,164352,MICHAEL,MENESINI
235,engineering,0.965688706,4,medium,0.723526472,Employed,3,"Colton, Louisiana",YVONNE MERE,33,4.2,164352,YVONNE,MERE
197,product,0.715958251,2,low,0.406994684,Employed,3,"Tampa, Idaho",KATHLEEN MURPHY,47,1.3,164352,KATHLEEN,MURPHY
193,support,0.517641652,6,medium,0.207046529,Employed,4,"Evansville, Utah",ELAINE ONEIL,20,4.5,164352,ELAINE,ONEIL
154,management,0.881912913,4,high,0.256294631,Employed,10,"Leominster, Nebraska",GINA ROCCANOVA,40,3.8,164352,GINA,ROCCANOVA
282,sales,0.875426718,6,low,0.065908089,Left,4,"Salt Lake City, Texas",KENNETH ROUX,31,4.1,164352,KENNETH,ROUX
256,support,0.819437371,6,low,0.116133683,Left,5,"Scranton, Texas",ADRIANNE TONG,25,4.7,164352,ADRIANNE,TONG
213,support,0.795312706,6,medium,0.265229788,Employed,4,"Tamarac, California",SHARON BACON,27,4,164352,SHARON,BACON
266,sales,0.846535865,6,low,0.063152834,Left,4,"Hempstead, Illinois",JEAN ALEXANDER,26,4.7,164352,JEAN,ALEXANDER
194,IT,0.569007539,3,low,0.653406898,Employed,2,"Baytown, Florida",ANTONIO HERNANDEZ,35,4.5,164352,ANTONIO,HERNANDEZ
160,support,0.555063541,3,medium,1,Employed,10,"DeKalb, Nevada",PETER KEITH,48,3.8,164352,PETER,KEITH
128,sales,0.400482304,4,low,0.788871104,Left,2,"Longview, Utah",LINDA ALLEN,46,2.4,164352,LINDA,ALLEN
225,support,0.546113405,4,high,0.571927703,Employed,3,"Chula Vista, Massachusetts",KATHERINE MAHONEY,48,2.1,164352,KATHERINE,MAHONEY
250,sales,0.636922985,3,low,0.560352018,Employed,5,"DeKalb, Texas",JOHN MALAMUT,21,4.6,164352,JOHN,MALAMUT
134,management,0.717413361,2,high,0.708972759,Employed,10,"Dunwoody, Minnesota",KATHARINE PORTER,30,4.6,164352,KATHARINE,PORTER
255,sales,0.879359863,3,medium,0.900959878,Employed,7,"Fort Myers, Minnesota",MARIO VAZQUEZ,40,2,164352,MARIO,VAZQUEZ
149,support,0.525145031,2,low,0.397215378,Left,3,"Victoria, California",VICTORIA WONG,24,4.4,164352,VICTORIA,WONG
203,engineering,0.67040506,3,low,0.717261427,Employed,2,"Largo, Connecticut",BRIAN BRINGARDNER,34,4.3,164352,BRIAN,BRINGARDNER
154,admin,0.401893851,4,high,0.57928499,Employed,5,"Augusta-Richmond County, Arizona",CURTIS CHRISTY-CIRILLO,48,1.6,164352,CURTIS,CHRISTY-CIRILLO
151,engineering,0.931018345,2,medium,0.711615438,Employed,3,"Valley Stream, California",LINDA SAKAI,20,4.2,164352,LINDA,SAKAI
289,product,0.901933425,7,low,0.12994675,Left,4,"Orange, California",ROBERT STONE,47,1.8,164352,ROBERT,STONE
137,support,0.904796432,5,low,0.972930563,Employed,2,"Vallejo, California",KIMBERLY WILLIAMS,48,3.3,164352,KIMBERLY,WILLIAMS
205,,0.648321505,3,low,0.734001665,Employed,2,"Oxnard, California",CATHARINE BARNES,29,4.9,164352,CATHARINE,BARNES
188,management,0.598116203,3,medium,0.541333385,Employed,3,"Las Cruces, Ohio",MARGARET BAUMGARTNER,35,4.4,164352,MARGARET,BAUMGARTNER
270,sales,0.967075339,5,low,0.623702917,Employed,3,"Covina, Virginia",JENNIFER CHOI,49,1.2,164352,JENNIFER,CHOI
229,marketing,0.972839948,2,medium,0.745279061,Employed,3,"Covina, Illinois",SHERRI KAISER,46,2.6,164352,SHERRI,KAISER
207,,0.478389434,4,low,0.690391808,Employed,3,"Smyrna, Virginia",MARK LIPTON,24,4.8,164352,MARK,LIPTON
177,admin,0.807872303,4,medium,0.765409217,Employed,3,"Ocoee, California",STACEY LUCAS,49,3.8,164352,STACEY,LUCAS
147,support,0.787332843,3,low,0.466519557,Employed,3,"Schaumburg, California",LEONOR NOGUEZ,32,4,164352,LEONOR,NOGUEZ
160,sales,0.495390132,2,low,0.513384088,Left,3,"Temecula, Florida",CAROL WONG,41,1.5,164352,CAROL,WONG
268,sales,,4,low,0.862201506,Employed,2,"El Cajon, Missouri",TIFFANEY CHAPLIN,21,4.8,164352,TIFFANEY,CHAPLIN
198,marketing,0.811296965,4,medium,0.534878454,Employed,6,"Columbia, Louisiana",MICHAEL LEON GUERRERO,49,2.1,164352,MICHAEL,LEON
151,IT,0.56249098,2,medium,0.427357337,Left,3,"Aurora, California",ADINE VARAH,39,4.9,164352,ADINE,VARAH
181,IT,0.80588408,4,low,0.772047523,Employed,4,"Anaheim, Wisconsin",SALLIE GIBSON,36,4.5,164352,SALLIE,GIBSON
180,information_technology,0.463153263,4,low,0.88236776,Employed,2,"Kent, Idaho",ARCHIBALD WONG,49,3.7,164352,ARCHIBALD,WONG
212,sales,0.899449362,2,medium,0.457238622,Left,4,"Pasco, Virginia",CELIA LEE,23,4.1,164352,CELIA,LEE
260,sales,0.509435458,3,medium,0.66944357,Employed,4,"Placentia, New Jersey",JAMES THOMPSON,23,4.6,164352,JAMES,THOMPSON
242,product,0.869228715,3,medium,0.69649172,Employed,3,"Dunwoody, Texas",PAUL ZAREFSKY,46,1.9,164352,PAUL,ZAREFSKY
108,sales,0.72442841,4,medium,0.248993311,Employed,10,"Deerfield Beach, Ohio",LISA BERKOWITZ,41,3.1,164352,LISA,BERKOWITZ
227,engineering,0.626375767,3,medium,0.705346963,Employed,3,"Beavercreek, Washington",LORETTA WIDER,35,4.6,164352,LORETTA,WIDER
116,temp,,3,medium,,Employed,,"Pensacola, New Mexico",CAROLYN STEIN,42,1.1,164352,CAROLYN,STEIN
138,finance,0.462323756,2,medium,0.372069764,Left,3,"Bradenton, Texas",TERESA TAN,42,1.1,164352,TERESA,TAN
245,finance,0.980679118,5,medium,0.923563258,Left,6,"Cerritos, Pennsylvania",MICHAEL WEISS,26,4.3,164352,MICHAEL,WEISS
271,IT,0.909479596,5,low,0.591722934,Employed,3,"College Station, California",THOMAS BUCKLEY,20,4.8,164348,THOMAS,BUCKLEY
208,,0.527872572,3,medium,0.853345492,Employed,3,"Henderson, California",JOHN DOYLE,45,3.9,164345,JOHN,DOYLE
124,engineering,0.534483699,3,low,0.261030965,Employed,3,"Pine Bluff, New York",JANEEN PIROSKO,39,4.8,164304,JANEEN,PIROSKO
262,sales,0.549911651,3,low,0.19870535,Employed,6,"Azusa, California",KELLY HOLT,33,4.7,164297,KELLY,HOLT
238,management,0.874042749,5,high,0.833851853,Employed,3,"Burlington, Texas",DANIEL LEYDON,40,1.4,164288,DANIEL,LEYDON
238,engineering,0.547115565,3,low,0.622787925,Employed,4,"Lancaster, Texas",RONALD BANTA,43,2.9,164277,RONALD,BANTA
243,sales,,5,low,0.727519774,Employed,3,"Kokomo, Minnesota",EDMUND COTA,26,4.6,164269,EDMUND,COTA
116,temp,,2,low,,Employed,,"Salina, Louisiana",THOMAS LOVRIN,47,2.4,164266,THOMAS,LOVRIN
243,engineering,0.509907583,4,low,0.692910738,Employed,2,"Yakima, Utah",JOSEPH HALLISY,32,4.6,164255,JOSEPH,HALLISY
211,sales,0.860493075,5,low,0.647725983,Employed,3,"Westminster, Illinois",ERIC STIVESON,44,3.8,164215,ERIC,STIVESON
206,sales,0.631199102,3,medium,1,Employed,3,"Midland, California",ANTONIO FLORES,36,4.2,164211,ANTONIO,FLORES
190,procurement,,3,medium,0.900620248,Employed,3,"Naperville, New York",WARREN HOUSE,41,2.1,164198,WARREN,HOUSE
240,sales,0.734341491,5,medium,0.928539115,Employed,3,"Manhattan, Massachusetts",TIMOTHY PAPANDREOU,30,4.2,164190,TIMOTHY,PAPANDREOU
253,sales,0.850340643,6,medium,0.112386182,Left,4,"Cape Girardeau, Oregon",MICHAEL LAWSON,47,2.8,164109,MICHAEL,LAWSON
171,sales,0.513959448,4,medium,0.783667298,Employed,4,"Fort Worth, Indiana",ANDREW GSCHWIND,37,4.6,164103,ANDREW,GSCHWIND
145,product,0.716108482,5,medium,1,Employed,2,"St. Louis, Massachusetts",ASHISH PATEL,32,4.3,164096,ASHISH,PATEL
217,information_technology,0.528442833,3,high,0.729664436,Employed,2,"Fishers, New Jersey",MARTIN BANDVIK,23,4.5,164086,MARTIN,BANDVIK
130,IT,0.460131608,2,low,0.406634775,Left,3,"Palatine, Texas",NICHOLAS FERRANDO,21,4.5,164084,NICHOLAS,FERRANDO
301,engineering,0.897986515,6,low,0.099898499,Left,4,"Redondo Beach, Texas",KERSTIN MAGARY,30,4.2,164071,KERSTIN,MAGARY
170,support,0.450234146,4,low,0.300548313,Employed,2,"Madison, California",TOM KONG,42,3.9,164071,TOM,KONG
179,support,0.606635303,3,low,0.140819897,Employed,5,"Collierville, Kansas",SHELIA HUNTER,27,4.5,164057,SHELIA,HUNTER
197,IT,0.884544606,5,low,0.373239796,Employed,5,"Elgin, Oklahoma",PHILIP TELESFORO,28,4.5,164043,PHILIP,TELESFORO
256,product,0.331319539,3,medium,0.818834205,Employed,3,"Palm Beach Gardens, Connecticut",SANDRA GARTZMAN,36,4.3,164041,SANDRA,GARTZMAN
212,IT,0.851647563,4,medium,0.564677659,Employed,3,"Wausau, California",JOHN KENNEDY,25,4.4,164041,JOHN,KENNEDY
185,management,0.754538237,4,high,0.753508972,Employed,10,"Merced, Oregon",DAVID STEVENS,45,3.5,164020,DAVID,STEVENS
180,sales,0.981904811,3,medium,0.163468921,Employed,6,"Brea, California",CHEUNG LEE,30,4.6,164003,CHEUNG,LEE
146,IT,0.459330558,2,low,0.422624616,Left,3,"McAllen, Florida",DAVID HILL,31,4.6,163994,DAVID,HILL
198,sales,0.618434426,3,medium,0.974342557,Employed,2,"Elizabeth, Florida",KEVIN NEEDHAM,27,4.5,163987,KEVIN,NEEDHAM
262,product,1,5,medium,0.75766008,Left,5,"Goose Creek, Ohio",JOHN TACK,36,4,163985,JOHN,TACK
290,sales,0.896066274,7,low,0.101141211,Left,4,"Naperville, California",JO ROBINSON,20,4.7,163960,JO,ROBINSON
260,sales,0.890489177,5,low,0.864742808,Left,5,"McKinney, Ohio",JOSEPH JOHN,25,4.5,163929,JOSEPH,JOHN
166,engineering,0.749538998,3,medium,0.773856986,Employed,3,"Oklahoma City, Florida",VAKIL KUNER,24,4.5,163929,VAKIL,KUNER
205,sales,0.819667887,4,medium,0.771185679,Employed,3,"Livonia, California",JUN CHEN,27,4.1,163929,JUN,CHEN
250,procurement,0.666487334,4,medium,0.837521753,Employed,3,"Hallandale Beach, Colorado",THERESA SPARKS,26,4.7,163929,THERESA,SPARKS
195,IT,0.910170616,3,low,0.754278086,Employed,4,"Pearland, Idaho",JOY HOULIHAN,27,4.2,163929,JOY,HOULIHAN
165,marketing,0.791638572,3,medium,0.869482955,Employed,4,"Streamwood, Florida",REBECCA KATZ,38,4.6,163929,REBECCA,KATZ
148,product,0.591211219,4,medium,0.803969245,Employed,2,"Bullhead City, Oregon",CHRISTOPHER IGLESIAS,40,1,163929,CHRISTOPHER,IGLESIAS
202,marketing,0.840970079,5,low,0.943672169,Employed,2,"Indio, Michigan",KENNETH SALMON,23,4,163929,KENNETH,SALMON
247,finance,0.714130947,2,medium,0.494708644,Employed,4,"Euless, Louisiana",VICENTE MAYOR,44,2.5,163897,VICENTE,MAYOR
149,sales,0.441860914,2,low,0.388757459,Left,3,"Diamond Bar, Minnesota",SHAYNE KAIALOA,32,4.2,163870,SHAYNE,KAIALOA
193,support,0.912841074,5,medium,0.57120982,Employed,4,"Winter Garden, Texas",KENNETH BUKOWSKI,41,3.9,163845,KENNETH,BUKOWSKI
268,,0.448050634,3,low,0.544730111,Employed,3,"La Habra, California",WILLIAM HUGGETT,25,4.2,163828,WILLIAM,HUGGETT
171,marketing,0.754045576,3,medium,0.807483058,Employed,2,"Clifton, Idaho",SAMMY YEE,46,2.1,163824,SAMMY,YEE
226,engineering,0.861127783,4,medium,0.895329664,Left,6,"Bethlehem, Tennessee",JAMES RAMSEY,29,4,163808,JAMES,RAMSEY
278,engineering,0.815264466,6,high,0.079293908,Left,4,"Burien, Texas",TYLER VU,41,3.1,163806,TYLER,VU
258,sales,1,6,low,0.708851268,Employed,5,"Cape Coral, Wisconsin",KIRK EDISON JR,36,4.7,163804,KIRK,EDISON
253,finance,,3,low,0.667533728,Employed,2,"Albany, Ohio",MICHAEL CAPLAN,38,4.5,163794,MICHAEL,CAPLAN
136,temp,,2,low,,Employed,,"Panama City, Virginia",EDWARD YUP,44,2.4,163790,EDWARD,YUP
108,engineering,0.458400986,4,low,0.349392913,Employed,4,"Lee's Summit, Louisiana",ERIK RAPOPORT,43,2.4,163785,ERIK,RAPOPORT
268,support,1,7,medium,0.095308297,Left,4,"Milpitas, Minnesota",JOHN NOGUCHI,27,4.3,163768,JOHN,NOGUCHI
289,IT,0.929857843,7,low,0.161744242,Left,4,"New Britain, Minnesota",RICHARD JONES,28,4.8,163754,RICHARD,JONES
269,product,0.816523432,3,low,0.623785544,Employed,2,"Edinburg, Texas",JEANA PIERALDE,42,1,163741,JEANA,PIERALDE
171,sales,1,5,low,0.589860502,Employed,3,"Phenix City, Colorado",JOO-HAN KIM,23,4.4,163739,JOO-HAN,KIM
171,IT,0.905827985,5,medium,0.792328355,Employed,3,"Addison, Minnesota",ANITA PARATLEY,29,4.3,163710,ANITA,PARATLEY
156,sales,,2,low,0.581412058,Employed,3,"Hoboken, Georgia",BARRY LO,24,4.8,163708,BARRY,LO
193,support,0.779255611,3,high,0.922646547,Employed,3,"Clifton, Michigan",MICHAEL BECKER,22,4,163694,MICHAEL,BECKER
253,marketing,1,4,low,0.799625748,Left,5,"Little Rock, Indiana",ROWLAND WING,41,3.2,163694,ROWLAND,WING
194,finance,0.484005037,4,medium,0.701233824,Employed,5,"Freeport, North Carolina",JONATHAN BARASH,42,2.3,163686,JONATHAN,BARASH
191,product,0.643969483,4,high,0.957438906,Employed,3,"Bloomington, Louisiana",BRIGID DONOVAN,30,4.6,163685,BRIGID,DONOVAN
196,management,1,3,low,1,Employed,3,"Downers Grove, California",NAOMI KELLY,25,4.1,163622,NAOMI,KELLY
208,support,0.765215695,4,medium,1,Employed,2,"Parker, California",LINDA YEUNG,26,4.6,163622,LINDA,YEUNG
137,engineering,0.470158542,2,medium,0.324910985,Left,3,"Long Beach, Texas",ROBERT ARZAVE,27,4.5,163621,ROBERT,ARZAVE
235,sales,0.54843752,4,medium,1,Employed,4,"Greensboro, Massachusetts",NASH QUINTO,34,4.6,163617,NASH,QUINTO
253,support,0.463706002,4,medium,0.450383633,Employed,4,"South Jordan, California",KRISTEN JENSEN,41,2.5,163599,KRISTEN,JENSEN
108,engineering,0.41973002,2,medium,0.542657407,Employed,2,"Twin Falls, Illinois",ULYSSES VINSON JR,27,4.9,163574,ULYSSES,VINSON
157,sales,0.55972828,2,low,0.435817291,Left,3,"Newport News, New Hampshire",KATHLEEN MORRIS,40,2.9,163573,KATHLEEN,MORRIS
167,support,0.442696639,3,low,0.399339949,Employed,10,"Murrieta, Texas",DEAN CRISPEN,45,3.8,163569,DEAN,CRISPEN
96,temp,,2,medium,,Employed,,"Brockton, Illinois",RAFAEL GORDON,23,4.5,163556,RAFAEL,GORDON
196,management,,4,high,0.385497636,Employed,3,"Daly City, California",JONATHAN CHOW,46,3.9,163551,JONATHAN,CHOW
137,IT,0.798178173,5,low,0.505380221,Employed,3,"Homestead, Tennessee",ARTHUR LEE,27,4.8,163541,ARTHUR,LEE
239,sales,0.764004304,3,low,0.236020859,Employed,6,"Keizer, Indiana",ASHLEY WORSHAM,23,4.3,163538,ASHLEY,WORSHAM
230,support,0.802171603,5,low,0.608538047,Employed,3,"Downers Grove, Illinois",MICHAEL LLEWELLYN,22,4.8,163451,MICHAEL,LLEWELLYN
171,product,0.740790515,4,low,0.233473006,Employed,5,"Pocatello, California",EILEEN HIRST,38,4.4,163451,EILEEN,HIRST
193,finance,0.584728489,3,medium,0.94593962,Employed,2,"Kansas City, Illinois",JAMES HANNAWALT,42,1.8,163438,JAMES,HANNAWALT
237,engineering,0.858913677,4,low,0.990410087,Employed,3,"Oxnard, New Jersey",VICTOR ZARAZUA,47,3.1,163415,VICTOR,ZARAZUA
239,sales,0.506778136,6,medium,0.92372344,Employed,5,"Bridgeport, Georgia",JONATHAN SMITH,46,2.4,163404,JONATHAN,SMITH
222,product,0.751956189,4,low,0.563449685,Employed,3,"Frederick, Michigan",BROCK DAVIS,44,1.6,163382,BROCK,DAVIS
227,support,0.752920501,4,low,0.719978303,Employed,2,"Castle Rock, Illinois",RODRIGO PALAAD,42,2.2,163380,RODRIGO,PALAAD
230,support,0.951709879,5,medium,0.148127113,Employed,3,"Westland, Illinois",LINDA MARINI,43,1.3,163346,LINDA,MARINI
263,sales,0.615254643,4,low,0.754371805,Employed,2,"Redding, Connecticut",RUBEN MONTERO,39,4.2,163310,RUBEN,MONTERO
151,IT,0.53635524,2,medium,0.455880836,Left,3,"Methuen, Connecticut",BRANDON TOM,49,2,163305,BRANDON,TOM
250,procurement,0.582671826,3,low,0.799591751,Employed,3,"Gilroy, Alabama",HECTOR SAINEZ,43,2.7,163303,HECTOR,SAINEZ
279,sales,0.770011121,4,medium,0.376760665,Employed,6,"Normal, California",GERALD SANGUINETTI,44,2.9,163285,GERALD,SANGUINETTI
169,management,0.728579291,4,medium,0.748626919,Employed,10,"Minnetonka, Louisiana",GRACE CABAUATAN,22,4.7,163267,GRACE,CABAUATAN
232,engineering,0.610198685,5,medium,0.796878957,Employed,2,"Kansas City, Massachusetts",JOEL SOTO,25,4.5,163235,JOEL,SOTO
266,management,,3,high,0.591071294,Employed,2,"West Haven, Florida",JUN TING LIU,49,3,163227,JUN,TING
182,engineering,0.556464799,3,medium,0.638211367,Employed,3,"Midwest City, California",CHRISTIAN KITCHIN,25,4.3,163191,CHRISTIAN,KITCHIN
170,IT,0.727617753,4,low,0.883728859,Employed,2,"Manteca, South Carolina",JOHNNY LIM,28,4.3,163181,JOHNNY,LIM
166,sales,0.608459088,4,high,0.794262524,Employed,3,"Henderson, California",TOM LEE,26,4.7,163175,TOM,LEE
199,procurement,0.580802174,4,low,0.761023422,Employed,2,"Hanover Park, California",WARREN METLITZKY,41,3.4,163155,WARREN,METLITZKY
165,sales,0.455871112,5,low,0.895445491,Employed,6,"Jacksonville, California",MIGUEL CONTRERAS SR,43,3.5,163128,MIGUEL,CONTRERAS
78,temp,,2,medium,,Employed,,"Phoenix, Massachusetts",VIOLETA EVANGELISTA,29,4.5,163118,VIOLETA,EVANGELISTA
145,sales,0.442979906,2,low,0.418730601,Left,3,"Concord, California",FREDERICK MCGREGOR,44,1.3,163098,FREDERICK,MCGREGOR
233,engineering,0.936728922,4,low,0.899674729,Left,6,"Indianapolis, Wisconsin",DAVID MURRAY,28,4.1,163096,DAVID,MURRAY
304,engineering,0.825320022,6,low,0.115863048,Left,4,"Killeen, Vermont",DONNA CHILDERS,20,4.7,163092,DONNA,CHILDERS
168,management,0.538401577,5,low,0.714342402,Employed,4,"Frederick, California",NIKKI GRIFFEY,47,1.4,163084,NIKKI,GRIFFEY
222,engineering,0.596829367,4,medium,0.572246671,Employed,3,"Lawton, Alabama",JAMES ONOE,22,4.6,163081,JAMES,ONOE
152,sales,0.419798967,5,medium,0.621561635,Employed,3,"Santa Cruz, Illinois",JODY KATO,49,1.9,163043,JODY,KATO
279,support,0.868379468,6,medium,0.119199637,Left,4,"Lompoc, Florida",LAWRENCE NG,22,4.2,162985,LAWRENCE,NG
113,support,0.463365979,4,low,0.363526711,Employed,3,"Novato, Florida",PAUL SAITZ,43,3.2,162972,PAUL,SAITZ
141,sales,0.618708684,3,medium,0.619661134,Employed,3,"West Allis, Michigan",MARIO MELENDEZ,43,2.4,162970,MARIO,MELENDEZ
214,sales,0.594468714,3,low,0.523874185,Employed,2,"Troy, Ohio",MICHAEL TEUPEL,30,4,162965,MICHAEL,TEUPEL
273,sales,0.912404371,3,medium,0.783491176,Employed,2,"Casa Grande, Indiana",ANDREW HOWARD IV,27,4.8,162961,ANDREW,HOWARD
129,procurement,0.479051778,2,high,0.541475932,Employed,2,"Newark, Georgia",PATRICK WONG,46,2.9,162952,PATRICK,WONG
217,sales,0.553096562,4,low,0.167053615,Employed,6,"Shakopee, Virginia",RAFAL OFIERSKI,32,4.1,162944,RAFAL,OFIERSKI
